Project	Case_ID	Sample_Type	Raw_Count	Filtered_Count
TCGA-BLCA	0da6502c-058d-47f5-9996-8aa1d511d7e4	Blood Derived Normal	3	0
TCGA-BLCA	0da6502c-058d-47f5-9996-8aa1d511d7e4	Primary Tumor	8	3
TCGA-BLCA	0db0f02f-94f5-492f-8840-5254792f6879	Blood Derived Normal	3	0
TCGA-BLCA	0db0f02f-94f5-492f-8840-5254792f6879	Primary Tumor	15	3
TCGA-BLCA	0ec37c2c-8d90-48c1-9cbc-69fe6473c980	Blood Derived Normal	5	0
TCGA-BLCA	0ec37c2c-8d90-48c1-9cbc-69fe6473c980	Primary Tumor	3	0
TCGA-BLCA	0f4fb205-b13c-4a85-97b3-779429e6ccdd	Primary Tumor	93	19
TCGA-BLCA	0f4fb205-b13c-4a85-97b3-779429e6ccdd	Solid Tissue Normal	36	5
TCGA-BLCA	0f956645-35aa-4a68-98d3-ea589459be00	Blood Derived Normal	8	1
TCGA-BLCA	0f956645-35aa-4a68-98d3-ea589459be00	Primary Tumor	3	0
TCGA-BLCA	0fb043d3-d86b-4cd8-8c01-9e2b3e965bb0	Blood Derived Normal	6	1
TCGA-BLCA	0fb043d3-d86b-4cd8-8c01-9e2b3e965bb0	Primary Tumor	6	0
TCGA-BLCA	1029514b-a32c-4c43-a440-a5ba2709f717	Blood Derived Normal	3	1
TCGA-BLCA	1029514b-a32c-4c43-a440-a5ba2709f717	Primary Tumor	5	0
TCGA-BLCA	10422fe9-8d70-40a9-9875-3fe9fab68823	Blood Derived Normal	20	2
TCGA-BLCA	10422fe9-8d70-40a9-9875-3fe9fab68823	Primary Tumor	9	1
TCGA-BLCA	104c8e20-1b29-4d77-9633-359a35be48fb	Blood Derived Normal	8	2
TCGA-BLCA	104c8e20-1b29-4d77-9633-359a35be48fb	Primary Tumor	4	2
TCGA-BLCA	10c825d7-4e21-43e7-ac95-dda75fbdaf74	Blood Derived Normal	11	4
TCGA-BLCA	10c825d7-4e21-43e7-ac95-dda75fbdaf74	Primary Tumor	8	1
TCGA-BLCA	122fc134-8915-47db-96c9-ab1853c3cd18	Blood Derived Normal	8	2
TCGA-BLCA	122fc134-8915-47db-96c9-ab1853c3cd18	Primary Tumor	5	0
TCGA-BLCA	140b83db-badd-4b8d-b0f5-0f8c8060a228	Blood Derived Normal	78	22
TCGA-BLCA	140b83db-badd-4b8d-b0f5-0f8c8060a228	Primary Tumor	117	26
TCGA-BLCA	14917461-dae4-44cb-909d-42ac45aef450	Blood Derived Normal	67	9
TCGA-BLCA	14917461-dae4-44cb-909d-42ac45aef450	Primary Tumor	150	32
TCGA-BLCA	178b28cd-99c3-48dc-8d09-1ef71b4cee80	Blood Derived Normal	30	6
TCGA-BLCA	178b28cd-99c3-48dc-8d09-1ef71b4cee80	Primary Tumor	30	5
TCGA-BLCA	17ee3278-dc2a-4021-a903-e4ed11e3218b	Blood Derived Normal	6	0
TCGA-BLCA	17ee3278-dc2a-4021-a903-e4ed11e3218b	Primary Tumor	4	0
TCGA-BLCA	1859a4c5-78bc-4b1a-a26e-3d2b4cb221c2	Blood Derived Normal	8	0
TCGA-BLCA	1859a4c5-78bc-4b1a-a26e-3d2b4cb221c2	Primary Tumor	7	1
TCGA-BLCA	18e6bdb0-b62d-4367-86e9-befbbf5e458c	Blood Derived Normal	4	0
TCGA-BLCA	18e6bdb0-b62d-4367-86e9-befbbf5e458c	Primary Tumor	9	5
TCGA-BLCA	19da59a8-b67a-438d-900a-92a71e03bef3	Blood Derived Normal	10	1
TCGA-BLCA	19da59a8-b67a-438d-900a-92a71e03bef3	Primary Tumor	5	1
TCGA-BLCA	1c28f311-e0b0-4292-b29a-c6757665a4a4	Blood Derived Normal	7	2
TCGA-BLCA	1c28f311-e0b0-4292-b29a-c6757665a4a4	Primary Tumor	11	2
TCGA-BLCA	1e15cb17-cf22-4f06-a3d9-e528e77d1876	Blood Derived Normal	2	0
TCGA-BLCA	1e15cb17-cf22-4f06-a3d9-e528e77d1876	Primary Tumor	3	0
TCGA-BLCA	1e308b12-0590-4dae-94d0-a539fcf25df7	Blood Derived Normal	63	16
TCGA-BLCA	1e308b12-0590-4dae-94d0-a539fcf25df7	Primary Tumor	111	29
TCGA-BLCA	1eb0adbf-dbe8-4736-97f6-2dc4ee30e943	Blood Derived Normal	17	9
TCGA-BLCA	1eb0adbf-dbe8-4736-97f6-2dc4ee30e943	Primary Tumor	6	2
TCGA-BLCA	1ecfdf16-f5e9-4a08-8834-37f4b474179d	Blood Derived Normal	7	2
TCGA-BLCA	1ecfdf16-f5e9-4a08-8834-37f4b474179d	Primary Tumor	11	1
TCGA-BLCA	1ff60fd9-3ca3-43be-92a8-8dba2cd4d4df	Blood Derived Normal	4	0
TCGA-BLCA	1ff60fd9-3ca3-43be-92a8-8dba2cd4d4df	Primary Tumor	5	0
TCGA-BLCA	2088ac24-a8b4-49af-a954-2b78b88a6f66	Blood Derived Normal	8	1
TCGA-BLCA	2088ac24-a8b4-49af-a954-2b78b88a6f66	Primary Tumor	6	0
TCGA-BLCA	20ebeff1-e5a7-423a-be93-e7ebb82438ac	Blood Derived Normal	8	0
TCGA-BLCA	20ebeff1-e5a7-423a-be93-e7ebb82438ac	Primary Tumor	7	2
TCGA-BLCA	22424a05-0546-44c2-8ab7-abb8e49c3363	Blood Derived Normal	6	0
TCGA-BLCA	22424a05-0546-44c2-8ab7-abb8e49c3363	Primary Tumor	8	1
TCGA-BLCA	22473ad4-df39-4716-b558-3c1409d5fa0e	Blood Derived Normal	5	0
TCGA-BLCA	22473ad4-df39-4716-b558-3c1409d5fa0e	Primary Tumor	6	0
TCGA-BLCA	22dbea93-3e1b-4e1b-ba40-55f08b99e73b	Blood Derived Normal	4	1
TCGA-BLCA	22dbea93-3e1b-4e1b-ba40-55f08b99e73b	Primary Tumor	4	1
TCGA-BLCA	234086dd-5a74-4ff1-94ab-bad43ee69d5c	Blood Derived Normal	66	25
TCGA-BLCA	234086dd-5a74-4ff1-94ab-bad43ee69d5c	Primary Tumor	15	0
TCGA-BLCA	24ad2168-b25a-4de8-a021-dfe1c74fcc6e	Blood Derived Normal	5	1
TCGA-BLCA	24ad2168-b25a-4de8-a021-dfe1c74fcc6e	Primary Tumor	11	3
TCGA-BLCA	24d56331-4bca-4ab8-9fb7-a95a30b4c8fe	Blood Derived Normal	3	0
TCGA-BLCA	24d56331-4bca-4ab8-9fb7-a95a30b4c8fe	Primary Tumor	10	1
TCGA-BLCA	24f21425-b001-4986-aedf-5b4dd851c6ad	Primary Tumor	7	1
TCGA-BLCA	24f21425-b001-4986-aedf-5b4dd851c6ad	Solid Tissue Normal	6	0
TCGA-BLCA	25ac9acd-328b-4fae-a448-4f3957b1b212	Blood Derived Normal	7	4
TCGA-BLCA	25ac9acd-328b-4fae-a448-4f3957b1b212	Primary Tumor	7	2
TCGA-BLCA	25eaf3f9-c364-423c-aaae-925e7b393afc	Primary Tumor	6	0
TCGA-BLCA	25eaf3f9-c364-423c-aaae-925e7b393afc	Solid Tissue Normal	23	8
TCGA-BLCA	284e175c-3229-4fee-a627-a49eac538e3a	Blood Derived Normal	17	3
TCGA-BLCA	284e175c-3229-4fee-a627-a49eac538e3a	Primary Tumor	4	0
TCGA-BLCA	286cf147-b7f7-4a05-8e41-7fbd3717ad71	Blood Derived Normal	5	0
TCGA-BLCA	286cf147-b7f7-4a05-8e41-7fbd3717ad71	Primary Tumor	6	1
TCGA-BLCA	28e25ffb-8b0c-4839-a735-ed7b78e3213a	Blood Derived Normal	17	6
TCGA-BLCA	28e25ffb-8b0c-4839-a735-ed7b78e3213a	Primary Tumor	2	1
TCGA-BLCA	29c52372-d3a7-4188-b468-67c3451c4f20	Blood Derived Normal	6	2
TCGA-BLCA	29c52372-d3a7-4188-b468-67c3451c4f20	Primary Tumor	4	0
TCGA-BLCA	2a142731-119c-495d-ad30-eb0b48bacb46	Blood Derived Normal	4	1
TCGA-BLCA	2a142731-119c-495d-ad30-eb0b48bacb46	Primary Tumor	4	0
TCGA-BLCA	2a41b7d4-132f-4fb6-87b5-487c445379c7	Blood Derived Normal	21	4
TCGA-BLCA	2a41b7d4-132f-4fb6-87b5-487c445379c7	Primary Tumor	23	2
TCGA-BLCA	2ab0fb7b-ad2a-403d-9411-712974ccd878	Blood Derived Normal	93	4
TCGA-BLCA	2ab0fb7b-ad2a-403d-9411-712974ccd878	Primary Tumor	1141	320
TCGA-BLCA	2e85c30c-c4c4-4096-9eef-4eb2c7d991a3	Blood Derived Normal	12	1
TCGA-BLCA	2e85c30c-c4c4-4096-9eef-4eb2c7d991a3	Primary Tumor	10	3
TCGA-BLCA	2e85c30c-c4c4-4096-9eef-4eb2c7d991a3	Solid Tissue Normal	11	3
TCGA-BLCA	3071cb51-dcf5-41f7-b047-afc2dcbf0aaf	Blood Derived Normal	9	1
TCGA-BLCA	3071cb51-dcf5-41f7-b047-afc2dcbf0aaf	Primary Tumor	5	0
TCGA-BLCA	30ad8081-daa7-4e2b-96f8-07f5ad12e774	Blood Derived Normal	8	0
TCGA-BLCA	30ad8081-daa7-4e2b-96f8-07f5ad12e774	Primary Tumor	8	2
TCGA-BLCA	30c7445e-d0c4-4a0f-96a4-27e4259ee10b	Blood Derived Normal	2	0
TCGA-BLCA	30c7445e-d0c4-4a0f-96a4-27e4259ee10b	Primary Tumor	1	0
TCGA-BLCA	317e1db6-df93-4793-a4df-2fa234d8a81a	Blood Derived Normal	13	2
TCGA-BLCA	317e1db6-df93-4793-a4df-2fa234d8a81a	Primary Tumor	1	0
TCGA-BLCA	31da07bb-6752-49a3-a7ea-5427c04a9458	Blood Derived Normal	25	5
TCGA-BLCA	31da07bb-6752-49a3-a7ea-5427c04a9458	Primary Tumor	12	0
TCGA-BLCA	31da07bb-6752-49a3-a7ea-5427c04a9458	Solid Tissue Normal	27	2
TCGA-BLCA	329d372c-c44e-4595-b8ac-474c5a1321a5	Blood Derived Normal	6	1
TCGA-BLCA	329d372c-c44e-4595-b8ac-474c5a1321a5	Primary Tumor	3	1
TCGA-BLCA	32e79b35-a33a-4ca0-bfb7-7ea7e4e26568	Blood Derived Normal	7	2
TCGA-BLCA	32e79b35-a33a-4ca0-bfb7-7ea7e4e26568	Primary Tumor	6	1
TCGA-BLCA	32efe5e2-e037-4547-8ead-619f61647639	Blood Derived Normal	3	1
TCGA-BLCA	32efe5e2-e037-4547-8ead-619f61647639	Primary Tumor	8	0
TCGA-BLCA	32efe5e2-e037-4547-8ead-619f61647639	Solid Tissue Normal	8	0
TCGA-BLCA	33708951-0a0d-4ad0-b472-23151c9f76f6	Blood Derived Normal	4	0
TCGA-BLCA	33708951-0a0d-4ad0-b472-23151c9f76f6	Primary Tumor	4	1
TCGA-BLCA	33bc6a7c-9844-41e3-96b3-1e34bb3fedd5	Blood Derived Normal	13	3
TCGA-BLCA	33bc6a7c-9844-41e3-96b3-1e34bb3fedd5	Primary Tumor	11	2
TCGA-BLCA	353c5fcc-9c6a-4ac6-99dc-fb4573b2ae6c	Blood Derived Normal	2	0
TCGA-BLCA	353c5fcc-9c6a-4ac6-99dc-fb4573b2ae6c	Primary Tumor	5	1
TCGA-BLCA	35c7bb8a-7b5c-488d-9d3a-725b24d14478	Blood Derived Normal	5	2
TCGA-BLCA	35c7bb8a-7b5c-488d-9d3a-725b24d14478	Primary Tumor	17	5
TCGA-BLCA	36054200-3fa4-4541-a25c-47282e4ef88d	Blood Derived Normal	34	8
TCGA-BLCA	36054200-3fa4-4541-a25c-47282e4ef88d	Primary Tumor	26	3
TCGA-BLCA	36c14e9d-1863-4c55-bbbb-f8c9dd418932	Blood Derived Normal	52	7
TCGA-BLCA	36c14e9d-1863-4c55-bbbb-f8c9dd418932	Primary Tumor	10	0
TCGA-BLCA	371b5d70-9797-4dae-b523-247f5eaeb4ab	Blood Derived Normal	4	3
TCGA-BLCA	371b5d70-9797-4dae-b523-247f5eaeb4ab	Primary Tumor	18	7
TCGA-BLCA	383bf27a-9216-492e-b4bd-2b4eef8278de	Blood Derived Normal	6	0
TCGA-BLCA	383bf27a-9216-492e-b4bd-2b4eef8278de	Primary Tumor	8	1
TCGA-BLCA	386f51e4-d03a-4606-bf2e-6168f2122c5f	Blood Derived Normal	9	2
TCGA-BLCA	386f51e4-d03a-4606-bf2e-6168f2122c5f	Primary Tumor	7	1
TCGA-BLCA	389d1e21-5b97-4231-a3d7-71fecb918beb	Blood Derived Normal	6	3
TCGA-BLCA	389d1e21-5b97-4231-a3d7-71fecb918beb	Primary Tumor	12	4
TCGA-BLCA	390a29fe-2cfd-43c4-a247-69e692763e17	Blood Derived Normal	5	1
TCGA-BLCA	390a29fe-2cfd-43c4-a247-69e692763e17	Primary Tumor	7	3
TCGA-BLCA	39ea19e1-4959-4f1b-9934-54bdaf766842	Blood Derived Normal	6	0
TCGA-BLCA	39ea19e1-4959-4f1b-9934-54bdaf766842	Primary Tumor	5	0
TCGA-BLCA	39efa06a-ffe5-40b3-8f8a-a2d7071bc9e3	Blood Derived Normal	21	6
TCGA-BLCA	39efa06a-ffe5-40b3-8f8a-a2d7071bc9e3	Primary Tumor	5	1
TCGA-BLCA	39fdc742-8bdb-4e77-b20b-0f967a75e659	Blood Derived Normal	8	0
TCGA-BLCA	39fdc742-8bdb-4e77-b20b-0f967a75e659	Primary Tumor	7	1
TCGA-BLCA	3b16881a-88c2-4048-b78f-e3e183503f70	Blood Derived Normal	4	1
TCGA-BLCA	3b16881a-88c2-4048-b78f-e3e183503f70	Primary Tumor	3	0
TCGA-BLCA	3b464065-b2e9-4fb2-a7da-09e963fd43b3	Blood Derived Normal	3	0
TCGA-BLCA	3b464065-b2e9-4fb2-a7da-09e963fd43b3	Primary Tumor	5	1
TCGA-BLCA	3bd918a8-3b92-4042-b4a1-f9dfcd6fe405	Blood Derived Normal	7	1
TCGA-BLCA	3bd918a8-3b92-4042-b4a1-f9dfcd6fe405	Primary Tumor	7	0
TCGA-BLCA	3cccffea-bd7d-4548-bb38-fe5eda630de6	Blood Derived Normal	19	8
TCGA-BLCA	3cccffea-bd7d-4548-bb38-fe5eda630de6	Primary Tumor	13	2
TCGA-BLCA	3d644eaf-82fc-4bc7-93b7-3e600e8c6511	Blood Derived Normal	9	1
TCGA-BLCA	3d644eaf-82fc-4bc7-93b7-3e600e8c6511	Primary Tumor	49	8
TCGA-BLCA	3ed614e7-f356-4d87-985b-d3bbbae3bb40	Blood Derived Normal	6	0
TCGA-BLCA	3ed614e7-f356-4d87-985b-d3bbbae3bb40	Primary Tumor	12	0
TCGA-BLCA	3effd691-570c-478a-8903-3771a1b43f2e	Blood Derived Normal	11	1
TCGA-BLCA	3effd691-570c-478a-8903-3771a1b43f2e	Primary Tumor	12	1
TCGA-BLCA	3f0a0748-9acc-4d0b-ba18-7c08bd183f86	Blood Derived Normal	91	14
TCGA-BLCA	3f0a0748-9acc-4d0b-ba18-7c08bd183f86	Primary Tumor	41	7
TCGA-BLCA	40398c03-a9cc-476b-9ee9-aecf161be43f	Blood Derived Normal	7	0
TCGA-BLCA	40398c03-a9cc-476b-9ee9-aecf161be43f	Primary Tumor	5	1
TCGA-BLCA	40551d53-388b-4067-9341-76e94d023703	Blood Derived Normal	13	5
TCGA-BLCA	40551d53-388b-4067-9341-76e94d023703	Primary Tumor	6	1
TCGA-BLCA	4107ae6f-502c-4bdc-bf14-e4b3711cba38	Blood Derived Normal	1	0
TCGA-BLCA	4107ae6f-502c-4bdc-bf14-e4b3711cba38	Primary Tumor	4	2
TCGA-BLCA	419deaac-ea45-4bdd-9fa0-b5cd8429b44f	Primary Tumor	6	0
TCGA-BLCA	419deaac-ea45-4bdd-9fa0-b5cd8429b44f	Solid Tissue Normal	5	0
TCGA-BLCA	41b59716-116f-4942-8b63-409870a87e26	Blood Derived Normal	67	20
TCGA-BLCA	41b59716-116f-4942-8b63-409870a87e26	Primary Tumor	43	5
TCGA-BLCA	41e8c196-ef93-47c6-ad06-0031f23d4347	Blood Derived Normal	3	0
TCGA-BLCA	41e8c196-ef93-47c6-ad06-0031f23d4347	Primary Tumor	7	0
TCGA-BLCA	423b7fc5-3970-4c96-990d-96ad0842f1eb	Blood Derived Normal	2	0
TCGA-BLCA	423b7fc5-3970-4c96-990d-96ad0842f1eb	Primary Tumor	4	1
TCGA-BLCA	42bcf1a7-2f3a-4ed8-a41d-cdd67e65b928	Blood Derived Normal	9	3
TCGA-BLCA	42bcf1a7-2f3a-4ed8-a41d-cdd67e65b928	Primary Tumor	5	2
TCGA-BLCA	4319aa02-6d8b-4cb8-b4e4-c4eed1cb2ac7	Blood Derived Normal	8	1
TCGA-BLCA	4319aa02-6d8b-4cb8-b4e4-c4eed1cb2ac7	Primary Tumor	7	2
TCGA-BLCA	43f9b602-683a-4fa1-b044-8fc5794b1453	Blood Derived Normal	6	0
TCGA-BLCA	43f9b602-683a-4fa1-b044-8fc5794b1453	Primary Tumor	1	0
TCGA-BLCA	4570b6e2-d430-41ca-aab1-ce4d14c36463	Blood Derived Normal	6	3
TCGA-BLCA	4570b6e2-d430-41ca-aab1-ce4d14c36463	Primary Tumor	8	0
TCGA-BLCA	45b4b153-e4aa-4080-b0dc-ee81a966978a	Blood Derived Normal	7	0
TCGA-BLCA	45b4b153-e4aa-4080-b0dc-ee81a966978a	Primary Tumor	11	3
TCGA-BLCA	45eea556-e97b-4912-8aa9-7e5c709eb52b	Blood Derived Normal	8	5
TCGA-BLCA	45eea556-e97b-4912-8aa9-7e5c709eb52b	Primary Tumor	7	2
TCGA-BLCA	45f5af14-060a-49a3-b51d-25ab8a88feb7	Blood Derived Normal	8	0
TCGA-BLCA	45f5af14-060a-49a3-b51d-25ab8a88feb7	Primary Tumor	9	2
TCGA-BLCA	462d5a6b-9f39-4aae-a35b-d06a7811d053	Blood Derived Normal	52	15
TCGA-BLCA	462d5a6b-9f39-4aae-a35b-d06a7811d053	Primary Tumor	5	0
TCGA-BLCA	472502eb-ad99-4a1a-8445-1a11dc02a6d9	Blood Derived Normal	5	1
TCGA-BLCA	472502eb-ad99-4a1a-8445-1a11dc02a6d9	Primary Tumor	15	3
TCGA-BLCA	474582f2-8dec-4fbc-803f-4fd9ba2e0957	Blood Derived Normal	10	1
TCGA-BLCA	474582f2-8dec-4fbc-803f-4fd9ba2e0957	Primary Tumor	11	2
TCGA-BLCA	47990d5e-a0e1-4752-86f5-4f5b84e219df	Blood Derived Normal	12	3
TCGA-BLCA	47990d5e-a0e1-4752-86f5-4f5b84e219df	Primary Tumor	3	0
TCGA-BLCA	493a4ff2-37a5-4b79-928d-83dbfe534556	Blood Derived Normal	57	4
TCGA-BLCA	493a4ff2-37a5-4b79-928d-83dbfe534556	Primary Tumor	225	68
TCGA-BLCA	49ea6676-ae27-4ca0-a7b3-48423d606d48	Blood Derived Normal	11	1
TCGA-BLCA	49ea6676-ae27-4ca0-a7b3-48423d606d48	Primary Tumor	10	2
TCGA-BLCA	4a9ef220-922c-49cf-bbed-d173b214ed31	Blood Derived Normal	9	1
TCGA-BLCA	4a9ef220-922c-49cf-bbed-d173b214ed31	Primary Tumor	12	2
TCGA-BLCA	4b5d873b-bfda-482e-92a0-bf84c0f9032a	Blood Derived Normal	4	0
TCGA-BLCA	4b5d873b-bfda-482e-92a0-bf84c0f9032a	Primary Tumor	3	0
TCGA-BLCA	4cc25adb-6db4-46aa-9fc9-c2c6339fb6d3	Blood Derived Normal	7	1
TCGA-BLCA	4cc25adb-6db4-46aa-9fc9-c2c6339fb6d3	Primary Tumor	13	4
TCGA-BLCA	4d323b18-ce5a-4516-862d-7ed1fdf1f008	Blood Derived Normal	6	1
TCGA-BLCA	4d323b18-ce5a-4516-862d-7ed1fdf1f008	Primary Tumor	8	0
TCGA-BLCA	4dc5cffe-ed8c-47ab-b5fc-f9615b5414f7	Primary Tumor	7	1
TCGA-BLCA	4dc5cffe-ed8c-47ab-b5fc-f9615b5414f7	Solid Tissue Normal	7	0
TCGA-BLCA	4e702ca1-c0e0-4b9c-b9c7-7d7946818561	Blood Derived Normal	5	0
TCGA-BLCA	4e702ca1-c0e0-4b9c-b9c7-7d7946818561	Primary Tumor	12	1
TCGA-BLCA	4ed34db5-ddb5-4efd-a49b-84bf26789aee	Blood Derived Normal	8	0
TCGA-BLCA	4ed34db5-ddb5-4efd-a49b-84bf26789aee	Primary Tumor	7	1
TCGA-BLCA	4fa31971-15e2-4c9b-b49a-b3b7096262e4	Blood Derived Normal	6	2
TCGA-BLCA	4fa31971-15e2-4c9b-b49a-b3b7096262e4	Primary Tumor	6	0
TCGA-BLCA	4fece3d0-649c-4771-b9c4-a3397cea0feb	Blood Derived Normal	3	0
TCGA-BLCA	4fece3d0-649c-4771-b9c4-a3397cea0feb	Primary Tumor	9	4
TCGA-BLCA	4ff4d9fe-eab8-4ab3-9ae4-9f15b2581a8f	Blood Derived Normal	9	0
TCGA-BLCA	4ff4d9fe-eab8-4ab3-9ae4-9f15b2581a8f	Primary Tumor	14	3
TCGA-BLCA	4ff9b4f2-6d04-4fed-8796-155902a8bf28	Blood Derived Normal	7	1
TCGA-BLCA	4ff9b4f2-6d04-4fed-8796-155902a8bf28	Primary Tumor	10	1
TCGA-BLCA	514dcd02-0b33-40ef-8ef1-05272045fc39	Blood Derived Normal	16	2
TCGA-BLCA	514dcd02-0b33-40ef-8ef1-05272045fc39	Primary Tumor	11	2
TCGA-BLCA	51fdb034-5d05-427b-b6b8-b6eecd65d976	Blood Derived Normal	8	3
TCGA-BLCA	51fdb034-5d05-427b-b6b8-b6eecd65d976	Primary Tumor	6	2
TCGA-BLCA	52fddd92-fa5e-4fac-8e44-e64c98c84f86	Blood Derived Normal	4	0
TCGA-BLCA	52fddd92-fa5e-4fac-8e44-e64c98c84f86	Primary Tumor	4	1
TCGA-BLCA	52fddd92-fa5e-4fac-8e44-e64c98c84f86	Solid Tissue Normal	4	0
TCGA-BLCA	5378f375-aa04-4eca-bc35-190b3efb52bc	Blood Derived Normal	6	1
TCGA-BLCA	5378f375-aa04-4eca-bc35-190b3efb52bc	Primary Tumor	6	1
TCGA-BLCA	537ca5d1-5b26-496f-b7b4-05fea7b46353	Blood Derived Normal	11	6
TCGA-BLCA	537ca5d1-5b26-496f-b7b4-05fea7b46353	Primary Tumor	11	1
TCGA-BLCA	54c04bcc-ebd5-461e-bbd5-b4d791b00c95	Blood Derived Normal	10	2
TCGA-BLCA	54c04bcc-ebd5-461e-bbd5-b4d791b00c95	Primary Tumor	6	4
TCGA-BLCA	556fcbc8-172a-4af1-8822-ae036e8d68e8	Blood Derived Normal	31	5
TCGA-BLCA	556fcbc8-172a-4af1-8822-ae036e8d68e8	Primary Tumor	337	96
TCGA-BLCA	556fcbc8-172a-4af1-8822-ae036e8d68e8	Solid Tissue Normal	9	0
TCGA-BLCA	56d8a1b8-1268-4362-a7f1-77b76fbf1b59	Blood Derived Normal	49	12
TCGA-BLCA	56d8a1b8-1268-4362-a7f1-77b76fbf1b59	Primary Tumor	14	4
