job-ID  prior   name       user         state submit/start at     queue                          slots ja-task-ID 
-----------------------------------------------------------------------------------------------------------------
9131635 0.50386 download-T twarowski    r     09/28/2022 18:25:40 TELOMER@argon-lc-d7-25.hpc         8        
9141168 0.50009 clusterArr twarowski    r     09/29/2022 09:55:31 all.q@argon-itf-bx48-32.hpc        4 19
9141168 0.50009 clusterArr twarowski    r     09/29/2022 09:55:31 all.q@argon-itf-bx55-03.hpc        4 24
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:17 all.q@argon-itf-bx50-08.hpc        4 1
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:17 all.q@argon-itf-bx50-14.hpc        4 2
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:17 all.q@argon-itf-bx50-05.hpc        4 3
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:17 all.q@argon-itf-bx51-02.hpc        4 4
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-lc-h21-25.hpc          4 5
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-lc-d7-18.hpc           4 6
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-lc-d7-18.hpc           4 7
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx48-36.hpc        4 9
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx48-02.hpc        4 10
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx48-10.hpc        4 11
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx48-05.hpc        4 12
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx53-06.hpc        4 14
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx53-11.hpc        4 15
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx54-08.hpc        4 16
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx54-06.hpc        4 17
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-ca39-36.hpc        4 18
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx55-02.hpc        4 19
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:32 all.q@argon-itf-bx54-14.hpc        4 20
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-lc-d7-21.hpc           4 21
9141173 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-34.hpc        4 24
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-31.hpc        4 1
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-08.hpc        4 2
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx47-06.hpc        4 3
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-07.hpc        4 4
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx47-08.hpc        4 5
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-12.hpc        4 6
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-20.hpc        4 7
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx47-01.hpc        4 8
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-32.hpc        4 9
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx50-02.hpc        4 10
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx50-12.hpc        4 11
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx50-15.hpc        4 12
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx50-10.hpc        4 13
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx47-39.hpc        4 14
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx47-39.hpc        4 15
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-24.hpc        4 16
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx48-05.hpc        4 17
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx53-12.hpc        4 18
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx53-08.hpc        4 19
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-bx53-11.hpc        4 20
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-ca37-21.hpc        4 21
9141175 0.50009 clusterArr twarowski    r     09/29/2022 09:56:42 all.q@argon-itf-ca38-12.hpc        4 24
9141177 0.50009 clusterArr twarowski    r     09/29/2022 09:56:59 all.q@argon-lc-i18-09.hpc          4 1
9141177 0.50009 clusterArr twarowski    r     09/29/2022 09:56:59 all.q@argon-itf-bx50-01.hpc        4 7
9141177 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-lc-g14-35.hpc          4 14
9141177 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-lc-g21-21.hpc          4 16
9141177 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx53-03.hpc        4 21
9141177 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx48-12.hpc        4 24
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx50-02.hpc        4 1
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx47-02.hpc        4 2
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx48-01.hpc        4 3
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx48-19.hpc        4 4
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx50-01.hpc        4 5
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-lc-f14-32.hpc          4 6
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx53-14.hpc        4 7
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx53-08.hpc        4 8
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx53-07.hpc        4 9
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx54-03.hpc        4 10
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-ca37-36.hpc        4 11
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-ca39-30.hpc        4 12
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-ca38-15.hpc        4 13
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx55-29.hpc        4 14
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx55-29.hpc        4 15
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx54-06.hpc        4 16
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx55-04.hpc        4 17
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx55-03.hpc        4 18
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx54-13.hpc        4 19
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:28 all.q@argon-itf-bx48-22.hpc        4 20
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-lc-d7-21.hpc           4 21
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-lc-h21-39.hpc          4 22
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-lc-h21-39.hpc          4 23
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-lc-i18-09.hpc          4 24
9141180 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx56-35.hpc        4 25
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx47-01.hpc        4 1
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx47-38.hpc        4 2
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx48-18.hpc        4 3
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx50-14.hpc        4 4
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx50-15.hpc        4 5
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx47-02.hpc        4 6
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx48-09.hpc        4 7
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx47-06.hpc        4 8
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx48-01.hpc        4 9
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx48-19.hpc        4 10
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx48-02.hpc        4 11
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx50-01.hpc        4 12
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-ca40-21.hpc        4 13
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx53-34.hpc        4 14
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-lc-f14-32.hpc          4 15
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-bx53-06.hpc        4 16
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-ca39-21.hpc        4 17
9141181 0.50009 clusterArr twarowski    r     09/29/2022 09:57:51 all.q@argon-itf-ca39-33.hpc        4 18
9141181 0.00000 clusterArr twarowski    qw    09/29/2022 09:32:12                                    4 19-25:1
9141195 0.00000 clusterArr twarowski    qw    09/29/2022 09:32:49                                    4 1-25:1
9141197 0.00000 clusterArr twarowski    qw    09/29/2022 09:32:54                                    4 1-25:1
9141199 0.00000 clusterArr twarowski    qw    09/29/2022 09:32:59                                    4 1-25:1
9141200 0.00000 clusterArr twarowski    qw    09/29/2022 09:33:01                                    4 1-25:1
9141202 0.00000 clusterArr twarowski    qw    09/29/2022 09:33:11                                    4 1-25:1
9141205 0.00000 clusterArr twarowski    qw    09/29/2022 09:33:13                                    4 1-25:1
9141207 0.00000 clusterArr twarowski    qw    09/29/2022 09:33:16                                    4 1-25:1
9141208 0.00000 clusterArr twarowski    qw    09/29/2022 09:33:26                                    4 1-25:1
9141213 0.00000 clusterArr twarowski    qw    09/29/2022 09:33:40                                    4 1-25:1
9141217 0.00000 clusterArr twarowski    qw    09/29/2022 09:33:50                                    4 1-25:1
9141219 0.00000 clusterArr twarowski    qw    09/29/2022 09:33:56                                    4 1-25:1
9141223 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:03                                    4 1-25:1
9141225 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:12                                    4 1-25:1
9141228 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:14                                    4 1-25:1
9141229 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:15                                    4 1-25:1
9141230 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:20                                    4 1-25:1
9141232 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:27                                    4 1-25:1
9141236 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:45                                    4 1-25:1
9141238 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:49                                    4 1-25:1
9141239 0.00000 clusterArr twarowski    qw    09/29/2022 09:34:57                                    4 1-25:1
9141242 0.00000 clusterArr twarowski    qw    09/29/2022 09:35:08                                    4 1-25:1
9141245 0.00000 clusterArr twarowski    qw    09/29/2022 09:35:13                                    4 1-25:1
9141246 0.00000 clusterArr twarowski    qw    09/29/2022 09:35:23                                    4 1-25:1
9141249 0.00000 clusterArr twarowski    qw    09/29/2022 09:35:27                                    4 1-25:1
9141250 0.00000 clusterArr twarowski    qw    09/29/2022 09:35:35                                    4 1-25:1
9141255 0.00000 clusterArr twarowski    qw    09/29/2022 09:35:46                                    4 1-25:1
9141258 0.00000 clusterArr twarowski    qw    09/29/2022 09:35:52                                    4 1-25:1
9141262 0.00000 clusterArr twarowski    qw    09/29/2022 09:35:57                                    4 1-25:1
9141266 0.00000 clusterArr twarowski    qw    09/29/2022 09:36:09                                    4 1-25:1
9141269 0.00000 clusterArr twarowski    qw    09/29/2022 09:36:14                                    4 1-25:1
9141272 0.00000 clusterArr twarowski    qw    09/29/2022 09:36:23                                    4 1-25:1
9141276 0.00000 clusterArr twarowski    qw    09/29/2022 09:36:34                                    4 1-25:1
9141280 0.00000 clusterArr twarowski    qw    09/29/2022 09:36:45                                    4 1-25:1
9141284 0.00000 clusterArr twarowski    qw    09/29/2022 09:36:53                                    4 1-25:1
9141285 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:00                                    4 1-25:1
9141287 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:03                                    4 1-25:1
9141291 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:14                                    4 1-25:1
9141293 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:22                                    4 1-25:1
9141298 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:29                                    4 1-25:1
9141300 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:34                                    4 1-25:1
9141302 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:42                                    4 1-25:1
9141304 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:49                                    4 1-25:1
9141306 0.00000 clusterArr twarowski    qw    09/29/2022 09:37:55                                    4 1-25:1
9141308 0.00000 clusterArr twarowski    qw    09/29/2022 09:38:02                                    4 1-25:1
9141311 0.00000 clusterArr twarowski    qw    09/29/2022 09:38:12                                    4 1-25:1
9141315 0.00000 clusterArr twarowski    qw    09/29/2022 09:38:20                                    4 1-25:1
9141318 0.00000 clusterArr twarowski    qw    09/29/2022 09:38:28                                    4 1-25:1
9141323 0.00000 clusterArr twarowski    qw    09/29/2022 09:38:46                                    4 1-25:1
9141329 0.00000 clusterArr twarowski    qw    09/29/2022 09:38:54                                    4 1-25:1
9141332 0.00000 clusterArr twarowski    qw    09/29/2022 09:39:10                                    4 1-25:1
9141336 0.00000 clusterArr twarowski    qw    09/29/2022 09:39:18                                    4 1-25:1
9141340 0.00000 clusterArr twarowski    qw    09/29/2022 09:39:29                                    4 1-25:1
9141343 0.00000 clusterArr twarowski    qw    09/29/2022 09:39:42                                    4 1-25:1
9141348 0.00000 clusterArr twarowski    qw    09/29/2022 09:39:55                                    4 1-25:1
